"202021BALJ02424","8","9300","9300","9300"
"202021BALJ02425","8","9000","9000","9000"
"202021BHSR00745","74","17000","17000","17000"
"202021BHSR00746","74","14000","14000","14000"
"202021BHSR00751","74","11200","11200","11200"
"202021BHSR00752","74","21700","21700","21700"
"202021BHSR00753","74","1250","1250","1250"
"202021BHSR00762","74","12300","12300","12300"
"202021BHSR00771","74","11100","11100","11100"
"202021BHSR00772","74","12300","12300","12300"
"202021BHSR00796","74","22000","22000","22000"
"202021BHSR00815","74","17100","17100","17100"
"202021BHSR00817","74","9200","9200","9200"
"202021BHSR00820","74","17000","17000","17000"
"202021BHSR00821","74","18300","18300","18300"
"202021BHSR00822","74","14000","14000","14000"
"202021HADP01184","16","1399","1399","1399"
"202021HADP01185","16","16800","16800","16800"
"202021HADP01186","16","14000","14000","14000"
"202021HADP01194","16","9900","9900","9900"
"202021HADP01195","16","650","650","650"
"202021HADP01686","16","795","795","795"
"202021HADP01757","16","950","950","950"
"20-21/MUDT/03000","39","20000","20000","20000"
"20-21/RAT1/03593","50","11000","11000","11000"
"20-21/PETV/04278","44","11000","11000","11000"
"202021KUDL04819","31","16000","16000","16000"
"202021KUDL04888","31","2200","2200","2200"
"202021JMRD03383","24","13000","13000","13000"
"202021JMRD03443","24","37999","37999","37999"
"202021JMRD05390","24","21966","21966","21966"
"202021CHI205760","12","5000","5000","5000"
"202021CHI205855","12","2000","2000","2000"
"202021CHI205937","12","43000","43000","43000"
"202021CHI205962","12","15300","15300","15300"
"202021CHI205969","12","11600","11600","11600"
"202021CHI205988","12","11500","11500","11500"
"202021CHI206036","12","4150","4150","4150"
"202021CHI206046","12","4500","4500","4500"
"202021CHI206103","12","53500","53500","53500"
"202021CHI206260","12","5700","5700","5700"
"202021CHI206352","12","4500","4500","4500"
"202021NAG103820","40","1500","1500","1500"
"202021NAG103729","40","3600","3600","3600"
"202021NAG103789","40","2500","2500","2500"
"202021CHI303181","13","1825","1825","1825"
"202021CHI303163","13","3446","3446","3446"
"202021CHI303152","13","128900","128900","128900"
